Running Time:     ,Nodes Expanded:   ,Cost of Path:     ,Max Fringe Size:  ,Search Depth:     ,Fringe Size:      ,Max Search Depth: ,Search Method:    
11.352097034454346,133644,24,24049,25,18366,26,BFS
1.138597011566162,13275,17,7493,18,7490,19,BFS
4.018603086471558,47290,20,18729,21,18722,22,BFS
13.814416885375977,160717,26,24053,27,12132,28,BFS
6.072879076004028,71872,21,21811,22,20976,23,BFS
1.5831749439239502,19138,17,8528,18,8527,19,BFS
14.65540599822998,171794,27,25136,28,6864,29,BFS
0.676673173904419,7986,16,4687,17,4684,18,BFS
8.63235592842102,99715,23,25136,24,25000,25,BFS
4.570022106170654,53061,20,17289,21,17168,22,BFS
15.238211154937744,173978,27,25134,28,5395,29,BFS
14.419356107711792,169229,26,24049,27,7001,28,BFS
1.9124689102172852,22553,18,10261,19,10259,20,BFS
1.6806509494781494,19803,18,9926,19,9925,20,BFS
7.775815963745117,90638,22,23976,23,21493,24,BFS
6.62530517578125,76795,22,23972,23,23561,24,BFS
2.7894973754882812e-05,0,0,0,1,0,1,DFS
0.00021910667419433594,2,2,3,3,2,3,DFS
0.0024111270904541016,29,29,27,30,26,30,DFS
8.106231689453125e-06,0,0,0,1,0,1,DFS
5.0067901611328125e-06,0,0,0,1,0,1,DFS
5.0067901611328125e-06,0,0,0,1,0,1,DFS
0.00010704994201660156,1,1,3,2,2,2,DFS
5.0067901611328125e-06,0,0,0,1,0,1,DFS
0.002432107925415039,29,29,27,30,26,30,DFS
2.3097031116485596,24772,24155,17837,24156,17836,24156,DFS
0.0002620220184326172,2,2,3,3,2,3,DFS
0.0007550716400146484,8,8,8,9,7,9,DFS
7.152557373046875e-06,0,0,0,1,0,1,DFS
0.03474688529968262,413,406,318,407,317,407,DFS
0.00049591064453125,2,2,5,3,4,3,DFS
0.0728461742401123,845,829,638,830,637,830,DFS
0.00011396408081054688,1,1,3,2,2,2,DFS
13.589269876480103,119867,108842,70843,108843,70842,108843,DFS
0.24009394645690918,2627,2574,1924,2575,1923,2575,DFS
0.04053187370300293,440,434,338,435,337,435,DFS
0.03823208808898926,440,434,338,435,337,435,DFS
4.916837930679321,49188,47640,34186,47641,34185,47641,DFS
0.0026369094848632812,29,29,27,30,26,30,DFS
0.0763998031616211,890,875,673,876,672,876,DFS
0.23388385772705078,2651,2598,1943,2599,1942,2599,DFS
7.175410985946655,68608,65990,46162,65991,46161,65991,DFS
12.453091859817505,110198,101700,67195,101701,67194,101701,DFS
0.03817105293273926,440,434,338,435,337,435,DFS
13.50728702545166,119514,108720,70773,108721,70771,108727,DFS
0.035971879959106445,437,430,337,431,336,431,DFS
0.004620790481567383,56,55,48,56,47,56,DFS
0.07013201713562012,845,830,638,831,637,831,DFS
10.28895378112793,93950,88627,59846,88628,59845,88628,DFS
3.6862289905548096,38172,37142,27021,37143,27020,37143,DFS
0.04251408576965332,467,459,360,460,359,460,DFS
3.888232946395874,40246,39082,28347,39083,28346,39083,DFS
2.393731117248535,25702,25067,18476,25068,18475,25068,DFS
0.036047935485839844,386,380,296,381,295,381,DFS
0.0025260448455810547,29,29,27,30,26,30,DFS
2.299489974975586,24364,23756,17550,23757,17549,23757,DFS
7.241719007492065,68869,66245,46327,66246,46326,66246,DFS
0.036717891693115234,437,430,337,431,336,431,DFS
3.839843988418579,39352,38242,27751,38243,27750,38243,DFS
9.06255292892456,85008,80760,55381,80761,55380,80761,DFS
9.463019132614136,87842,83481,56860,83482,56859,83482,DFS
12.24213695526123,110198,101700,67195,101701,67194,101701,DFS
0.1632680892944336,1829,1792,1358,1793,1357,1793,DFS
15.068128108978271,133594,114140,73482,114141,73453,114205,DFS
0.0027370452880859375,31,31,28,32,27,32,DFS
0.28217196464538574,3134,3067,2295,3068,2294,3068,DFS
2.156378984451294,23273,22716,16782,22717,16781,22717,DFS
7.279448986053467,69002,66365,46407,66366,46406,66366,DFS
2.1449620723724365,23119,22546,16697,22547,16696,22547,DFS
2.5033950805664062e-05,0,0,0,1,0,1,DFS
1.2422971725463867,13745,13439,10017,13440,10016,13440,DFS
6.149065971374512,60101,57969,41019,57970,41018,57970,DFS
2.737475872039795,28783,28065,20659,28066,20658,28066,DFS
2.310495138168335,24835,24217,17878,24218,17877,24218,DFS
0.06864190101623535,827,811,625,812,624,812,DFS
12.726139068603516,113754,104658,68690,104659,68689,104659,DFS
2.1084351539611816,23035,22467,16644,22468,16643,22468,DFS
9.409443140029907,87083,82670,56313,82671,56312,82671,DFS
2.887002944946289,30394,29627,21748,29628,21747,29628,DFS
3.824679136276245,39307,38174,27691,38175,27690,38175,DFS
0.19379782676696777,2234,2188,1646,2189,1645,2189,DFS
12.627259969711304,112411,103421,68074,103422,68073,103422,DFS
9.098103046417236,85002,80753,55377,80754,55376,80754,DFS
3.033565044403076,31247,30438,22339,30439,22338,30439,DFS
0.31505894660949707,3479,3405,2550,3406,2549,3406,DFS
2.4724719524383545,25933,25293,18648,25294,18647,25294,DFS
1.2216029167175293,13526,13224,9867,13225,9866,13225,DFS
11.917945146560669,106425,99112,65714,99113,65713,99113,DFS
2.2773778438568115,24370,23762,17554,23763,17553,23763,DFS
13.423194169998169,119688,108852,70856,108853,70854,108859,DFS
6.393594980239868,62079,59742,42257,59743,42256,59743,DFS
5.413658142089844,53722,52053,37232,52054,37231,52054,DFS
11.864662885665894,106224,98699,65603,98700,65602,98700,DFS
11.178039073944092,100762,94464,63131,94465,63130,94465,DFS
1.0835540294647217,12188,11924,8930,11925,8929,11925,DFS
3.3505921363830566,34631,33710,24600,33711,24599,33711,DFS
10.900253057479858,98797,92956,62283,92957,62282,92957,DFS
9.326472043991089,86014,81710,55717,81711,55716,81711,DFS
12.177382946014404,108936,101145,66799,101146,66798,101146,DFS
6.260274171829224,61007,58795,41546,58796,41545,58796,DFS
5.40358304977417,53728,52060,37237,52061,37236,52061,DFS
7.950959920883179,75268,72043,49995,72044,49994,72044,DFS
0.6478321552276611,7409,7254,5462,7255,5461,7255,DFS
3.6869020462036133,38019,36991,26917,36992,26916,36992,DFS
4.08322811126709,41878,40662,29393,40663,29392,40663,DFS
10.849960803985596,98790,92794,62197,92795,62196,92795,DFS
0.23534297943115234,2627,2574,1924,2575,1923,2575,DFS
4.927890062332153,49287,47736,34242,47737,34241,47737,DFS
6.9702959060668945,66940,64430,45185,64431,45184,64431,DFS
13.55076813697815,119814,108815,70833,108816,70832,108818,DFS
5.164454936981201,51247,49702,35659,49703,35658,49703,DFS
3.820323944091797,39280,38171,27698,38172,27697,38172,DFS
13.378093004226685,118832,108037,70482,108038,70481,108038,DFS
2.3608222007751465,25388,24767,18278,24768,18277,24768,DFS
2.8886539936065674,30181,29427,21616,29428,21615,29428,DFS
13.22065782546997,117247,106985,69953,106986,69952,106986,DFS
6.673206090927124,61795,59545,42022,59546,42021,59546,DFS
6.842257976531982,64815,62472,43968,62473,43967,62473,DFS
3.428936004638672,35476,34527,25156,34528,25155,34528,DFS
3.5367748737335205,36535,35545,25858,35546,25857,35546,DFS
3.8373069763183594,39307,38174,27691,38175,27690,38175,DFS
4.280194044113159,43555,42257,30490,42258,30489,42258,DFS
6.809418201446533,65785,63270,44399,63271,44398,63271,DFS
6.414222955703735,62139,59796,42299,59797,42298,59797,DFS
12.829665899276733,114328,104816,68824,104817,68823,104817,DFS
2.2551920413970947,24367,23759,17554,23760,17553,23760,DFS
5.554708003997803,54996,53118,37826,53119,37825,53119,DFS
0.11611700057983398,1319,1295,994,1296,993,1296,DFS
10.147726058959961,92812,87782,59339,87783,59338,87783,DFS
4.63113808631897,46675,45252,32544,45253,32543,45253,DFS
3.6849257946014404,38068,37010,26887,37011,26886,37011,DFS
13.940138816833496,123525,110970,71924,110971,71923,110971,DFS
4.111286878585815,41948,40724,29433,40725,29432,40725,DFS
3.0663750171661377,32146,31327,22971,31328,22970,31328,DFS
10.917067050933838,99558,93095,62507,93096,62506,93096,DFS
9.061393976211548,83806,79640,54699,79641,54698,79641,DFS
0.05124807357788086,620,610,473,611,472,611,DFS
7.546607971191406,70871,67988,47412,67989,47411,67989,DFS
3.3219001293182373,32749,31907,23382,31908,23381,31908,DFS
12.676008224487305,110716,102063,67377,102064,67376,102064,DFS
0.32930994033813477,3773,3694,2767,3695,2766,3695,DFS
3.685671091079712,37933,36882,26792,36883,26791,36883,DFS
11.141048908233643,100486,94223,63007,94224,63006,94224,DFS
6.554933071136475,63549,61111,43117,61112,43116,61112,DFS
3.33174991607666,34210,33297,24333,33298,24332,33298,DFS
13.70657992362976,120889,109208,71084,109209,71083,109209,DFS
8.309279918670654,78263,74604,51640,74605,51639,74605,DFS
4.060547113418579,41518,40293,29160,40294,29159,40294,DFS
13.70905590057373,121500,109666,71258,109667,71257,109667,DFS
9.256108045578003,85487,81260,55458,81261,55457,81261,DFS
3.1387600898742676,32695,31854,23340,31855,23339,31855,DFS
10.217337846755981,92991,87816,59351,87817,59350,87817,DFS
0.16563200950622559,1976,1938,1478,1939,1477,1939,DFS
8.405699014663696,79018,75300,52047,75301,52046,75301,DFS
6.2875940799713135,61199,58983,41654,58984,41653,58984,DFS
15.26233720779419,135287,114261,73564,114262,73517,114364,DFS
0.2358238697052002,2684,2626,1964,2627,1963,2627,DFS
5.583262920379639,54789,52919,37700,52920,37699,52920,DFS
4.548047065734863,45493,44107,31754,44108,31753,44108,DFS
2.113804817199707,22537,21983,16278,21984,16277,21984,DFS
0.03381204605102539,409,403,316,404,315,404,DFS
4.887065172195435,48258,46760,33560,46761,33559,46761,DFS
4.658220052719116,46780,45355,32611,45356,32610,45356,DFS
6.606348037719727,63309,60879,42978,60880,42977,60880,DFS
0.9825029373168945,11018,10782,8087,10783,8086,10783,DFS
4.035846948623657,41308,40108,29020,40109,29019,40109,DFS
9.209140062332153,84818,80667,55111,80668,55110,80668,DFS
13.74708890914917,122041,110067,71484,110068,71483,110068,DFS
0.9038469791412354,9932,9724,7304,9725,7303,9725,DFS
4.795152902603149,47892,46408,33340,46409,33339,46409,DFS
4.410653829574585,44200,42858,30902,42859,30901,42859,DFS
6.398328065872192,62437,60145,42414,60146,42413,60146,DFS
14.777381896972656,130721,113797,73390,113798,73389,113798,DFS
13.261073112487793,117764,107517,70164,107518,70163,107518,DFS
0.7809069156646729,8669,8480,6364,8481,6363,8481,DFS
2.4118309020996094,25951,25310,18657,25311,18656,25311,DFS
10.119143009185791,93126,87921,59416,87922,59414,87922,DFS
4.969717025756836,49990,48508,34841,48509,34840,48509,DFS
1.1897690296173096,13208,12914,9671,12915,9670,12915,DFS
3.0362110137939453,32285,31432,23001,31433,23000,31433,DFS
5.020848035812378,50775,49152,35179,49153,35178,49153,DFS
8.294574975967407,78846,75132,51950,75133,51948,75139,DFS
8.63989806175232,80531,76661,52867,76662,52866,76662,DFS
2.2119879722595215,23740,23152,17127,23153,17126,23153,DFS
6.8652191162109375,65534,63147,44394,63148,44393,63148,DFS
5.57902979850769,54579,52731,37582,52732,37581,52732,DFS
3.2625839710235596,33790,32910,24072,32911,24071,32911,DFS
11.00621485710144,99420,92996,62455,92997,62454,92997,DFS
0.4234459400177002,4610,4511,3385,4512,3384,4512,DFS
10.446407079696655,95614,89855,60714,89856,60713,89856,DFS
2.272202968597412,24322,23718,17534,23719,17533,23719,DFS
9.323109865188599,86440,82093,55950,82094,55949,82094,DFS
15.441204071044922,138250,114383,73879,114384,73671,114822,DFS
0.4776020050048828,5312,5200,3903,5201,3902,5201,DFS
4.559380054473877,46329,44895,32291,44896,32290,44896,DFS
8.016981840133667,74988,71686,49872,71687,49871,71687,DFS
6.747359037399292,65157,62611,44125,62612,44124,62612,DFS
0.49140095710754395,5513,5393,4057,5394,4056,5394,DFS
6.6880950927734375,64717,62264,43747,62265,43746,62265,DFS
5.4826061725616455,54332,52534,37503,52535,37502,52535,DFS
0.9628109931945801,10697,10456,7834,10457,7833,10457,DFS
3.243864059448242,33970,33066,24186,33067,24185,33067,DFS
11.687511920928955,104971,97933,65057,97934,65056,97934,DFS
1.8644249439239502,20432,19954,14762,19955,14761,19955,DFS
6.515563011169434,63241,61001,43029,61002,43028,61002,DFS
8.80490517616272,81949,77940,53652,77941,53651,77941,DFS
14.509305953979492,128184,113006,72939,113007,72938,113015,DFS
3.564301013946533,36731,35722,25996,35723,25995,35723,DFS
7.750161170959473,73736,70538,49144,70539,49143,70539,DFS
1.3861980438232422,15223,14871,11098,14872,11097,14872,DFS
13.187751054763794,117753,107326,70127,107327,70125,107327,DFS
5.299875020980835,52662,50946,36434,50947,36433,50947,DFS
10.049501895904541,92328,87267,59031,87268,59030,87268,DFS
7.599761009216309,71970,69063,48119,69064,48118,69064,DFS
14.418574094772339,125981,112237,72547,112238,72532,112266,DFS
13.92461085319519,123230,111016,71937,111017,71930,111029,DFS
5.282407999038696,51790,50229,36013,50230,36012,50230,DFS
8.59832215309143,80571,76915,52847,76916,52846,76916,DFS
9.107282876968384,84350,80264,54871,80265,54870,80265,DFS
10.245536804199219,94078,88574,59969,88575,59968,88575,DFS
10.664549112319946,97000,91250,61341,91251,61340,91251,DFS
13.078150033950806,115907,106330,69556,106331,69555,106331,DFS
0.036952972412109375,434,428,334,429,333,429,DFS
0.8855929374694824,10067,9853,7398,9854,7397,9854,DFS
4.52553391456604,46014,44587,32092,44588,32091,44588,DFS
13.240846872329712,118163,107666,70297,107667,70296,107667,DFS
3.9471750259399414,40258,39095,28336,39096,28335,39096,DFS
9.996224880218506,91170,86201,58363,86202,58362,86202,DFS
7.890938997268677,74834,71547,49792,71548,49791,71548,DFS
12.136988878250122,103807,96981,64526,96982,64525,96984,DFS
8.454875946044922,78968,75444,51937,75445,51936,75445,DFS
12.765486001968384,113165,104466,68558,104467,68557,104467,DFS
13.669875860214233,121262,109476,71219,109477,71218,109477,DFS
8.937618017196655,83103,78999,54322,79000,54321,79000,DFS
4.91242790222168,49215,47668,34206,47669,34205,47669,DFS
0.7373390197753906,8315,8140,6111,8141,6110,8141,DFS
4.436044931411743,44982,43731,31610,43732,31609,43732,DFS
2.8078651428222656,29698,28955,21278,28956,21277,28956,DFS
11.50364899635315,103932,97076,64588,97077,64587,97077,DFS
7.047652006149292,67312,64778,45393,64779,45392,64779,DFS
6.357540130615234,61645,59398,41921,59399,41920,59399,DFS
0.7397890090942383,8528,8349,6267,8350,6266,8350,DFS
12.908237934112549,114144,104678,68755,104679,68754,104679,DFS
0.6982479095458984,7910,7738,5804,7739,5803,7739,DFS
9.867929220199585,90328,85385,58102,85386,58101,85386,DFS
8.598254919052124,80116,76479,52579,76480,52578,76480,DFS
6.921444892883301,66691,64122,44940,64123,44939,64123,DFS
9.531821012496948,88190,83537,57060,83538,57059,83538,DFS
14.772643804550171,131198,114256,73521,114257,73503,114297,DFS
7.334204196929932,69769,66977,46774,66978,46773,66978,DFS
13.776226997375488,117758,107511,70161,107512,70160,107512,DFS
11.339061975479126,102287,95740,63846,95741,63845,95741,DFS
7.657768964767456,72393,69328,48414,69329,48413,69329,DFS
3.410240888595581,35170,34233,24959,34234,24958,34234,DFS
13.043638944625854,115939,106354,69574,106355,69572,106359,DFS
7.572412967681885,72267,69278,48216,69279,48215,69279,DFS
6.107522964477539,59297,57176,40548,57177,40547,57177,DFS
4.969458103179932,49536,47973,34401,47974,34400,47974,DFS
1.1877751350402832,13175,12881,9648,12882,9647,12882,DFS
13.860357999801636,122179,110028,71491,110029,71490,110029,DFS
12.37705397605896,110775,102545,67520,102546,67519,102546,DFS
13.751516103744507,120940,109502,71169,109503,71168,109503,DFS
1.5118281841278076,16309,15920,11867,15921,11866,15921,DFS
2.179189920425415,23107,22534,16692,22535,16691,22535,DFS
3.9500460624694824,40249,39088,28329,39089,28328,39089,DFS
8.41179895401001,78832,75325,51861,75326,51860,75326,DFS
5.2418999671936035,52038,50357,36019,50358,36018,50358,DFS
9.518939971923828,86959,82559,56247,82560,56246,82560,DFS
1.7663910388946533,19081,18623,13846,18624,13845,18624,DFS
3.6048760414123535,37201,36179,26308,36180,26307,36180,DFS
3.5535190105438232,36584,35588,25907,35589,25906,35589,DFS
3.389685869216919,34792,33867,24712,33868,24711,33868,DFS
9.464969158172607,86255,81854,56051,81855,56050,81855,DFS
6.34337592124939,61364,59138,41753,59139,41752,59139,DFS
5.617166042327881,55497,53762,38370,53763,38369,53763,DFS
0.559453010559082,6326,6192,4664,6193,4663,6193,DFS
1.8038198947906494,19405,18942,14092,18943,14091,18943,DFS
10.418934106826782,94761,89453,60287,89454,60286,89454,DFS
4.268082857131958,43101,41918,30345,41919,30344,41919,DFS
11.100651025772095,100083,94014,62898,94015,62897,94015,DFS
7.7014288902282715,73152,70102,48743,70103,48742,70103,DFS
2.971453905105591,31171,30381,22291,30382,22290,30382,DFS
1.2408499717712402,13613,13311,9959,13312,9958,13312,DFS
3.6355159282684326,37508,36474,26536,36475,26535,36475,DFS
9.287336826324463,86446,82030,56149,82031,56148,82031,DFS
12.748601198196411,114110,104646,68740,104647,68739,104647,DFS
0.24527406692504883,2936,2873,2145,2874,2144,2874,DFS
0.41727519035339355,4763,4663,3509,4664,3508,4664,DFS
14.587455987930298,128818,113263,73060,113264,73059,113264,DFS
9.225543022155762,85308,81014,55538,81015,55537,81015,DFS
3.035104990005493,31586,30764,22551,30765,22550,30765,DFS
15.489058017730713,136495,114956,73957,114957,73924,115017,DFS
3.375808000564575,34295,33382,24358,33383,24357,33383,DFS
3.2175681591033936,33112,32252,23615,32253,23614,32253,DFS
12.86539888381958,112954,104052,68374,104053,68373,104053,DFS
2.762269973754883,29335,28604,21032,28605,21031,28605,DFS
14.061487913131714,123991,111339,72083,111340,72082,111340,DFS
9.202578067779541,85002,80753,55377,80754,55376,80754,DFS
5.159545183181763,51315,49666,35535,49667,35534,49667,DFS
6.568078994750977,63181,60947,42995,60948,42994,60948,DFS
4.245341062545776,43015,41743,30136,41744,30135,41744,DFS
9.757398843765259,89863,85068,57686,85069,57685,85069,DFS
1.3695719242095947,15110,14768,10968,14769,10967,14769,DFS
1.8705039024353027,20257,19768,14689,19769,14688,19769,DFS
2.3415560722351074,24886,24267,17919,24268,17918,24268,DFS
5.164369106292725,51340,49794,35725,49795,35724,49795,DFS
12.549625873565674,111596,102982,67819,102983,67818,102983,DFS
14.645375967025757,128402,113099,72981,113100,72980,113100,DFS
7.9316370487213135,74087,70864,49362,70865,49361,70865,DFS
5.565771102905273,53906,52126,37232,52127,37231,52127,DFS
8.381649017333984,79219,75675,52087,75676,52086,75676,DFS
5.956945896148682,58571,56507,40116,56508,40115,56508,DFS
11.871687889099121,105833,98642,65472,98643,65471,98643,DFS
8.832223892211914,80865,77175,53007,77176,53006,77176,DFS
8.79896092414856,79412,75784,52230,75785,52229,75785,DFS
0.6143991947174072,6791,6645,4993,6646,4992,6646,DFS
15.171623945236206,135385,114872,73827,114873,73799,114931,DFS
0.44849610328674316,5276,5165,3891,5166,3890,5166,DFS
2.5462517738342285,27010,26342,19400,26343,19399,26343,DFS
2.6266090869903564,27857,27162,20006,27163,20005,27163,DFS
0.21465802192687988,2441,2392,1782,2393,1781,2393,DFS
11.019804954528809,99941,93774,62754,93775,62753,93777,DFS
10.730242013931274,97355,91321,61567,91322,61566,91322,DFS
0.26372599601745605,3029,2969,2234,2970,2233,2970,DFS
11.43226408958435,103011,96297,64162,96298,64161,96298,DFS
14.997071027755737,133606,114274,73582,114275,73580,114277,DFS
0.4151279926300049,4313,4222,3170,4223,3169,4223,DFS
5.641220808029175,55565,53666,38191,53667,38190,53667,DFS
8.521984100341797,79480,75914,52242,75915,52241,75915,DFS
7.067563056945801,67663,65105,45602,65106,45601,65106,DFS
2.448637008666992,25859,25222,18607,25223,18606,25223,DFS
0.908210039138794,10289,10066,7554,10067,7553,10067,DFS
1.462235927581787,16186,15801,11786,15802,11785,15802,DFS
0.7984719276428223,9041,8853,6652,8854,6651,8854,DFS
7.1341869831085205,68132,65375,45890,65376,45889,65376,DFS
7.254814147949219,69613,66829,46681,66830,46680,66830,DFS
9.090209007263184,84392,80335,54995,80336,54994,80336,DFS
9.216684103012085,85300,81087,55357,81088,55356,81088,DFS
15.028461933135986,132705,114000,73446,114001,73445,114001,DFS
11.316303968429565,101714,95264,63598,95265,63597,95265,DFS
1.4842360019683838,16529,16154,11954,16155,11953,16155,DFS
8.836521863937378,82218,78196,53814,78197,53813,78197,DFS
3.78314208984375,38950,37832,27462,37833,27461,37833,DFS
0.5299818515777588,6083,5954,4487,5955,4486,5955,DFS
0.06018686294555664,719,705,544,706,543,706,DFS
3.745712995529175,38602,37517,27248,37518,27247,37518,DFS
1.0896790027618408,12068,11806,8839,11807,8838,11807,DFS
12.171738862991333,108792,100976,66737,100977,66736,100977,DFS
14.821460962295532,132699,113994,73445,113995,73441,113999,DFS
2.119220018386841,22514,21980,16249,21981,16248,21981,DFS
2.198843002319336,23591,23026,17008,23027,17007,23027,DFS
8.584500074386597,80409,76756,52741,76757,52740,76757,DFS
0.14223718643188477,1526,1496,1131,1497,1130,1497,DFS
2.802358865737915,29437,28702,21104,28703,21103,28703,DFS
3.627528190612793,37576,36572,26638,36573,26637,36573,DFS
13.941709995269775,123289,110723,71826,110724,71825,110724,DFS
8.251616954803467,77755,74146,51348,74147,51347,74147,DFS
14.985434770584106,134381,114170,73485,114171,73472,114209,DFS
2.526630163192749,26893,26230,19323,26231,19322,26231,DFS
8.849798202514648,82497,78446,53966,78447,53965,78447,DFS
7.930233001708984,75133,71895,49811,71896,49810,71896,DFS
6.887635946273804,66556,63998,44860,63999,44859,63999,DFS
4.562099933624268,46059,44632,32122,44633,32121,44633,DFS
7.142904996871948,68793,66079,46208,66080,46207,66080,DFS
3.0146660804748535,31543,30745,22549,30746,22548,30746,DFS
6.106477975845337,59843,57730,40868,57731,40867,57731,DFS
9.125550031661987,84903,80658,55318,80659,55317,80659,DFS
14.706981182098389,129541,113440,73144,113441,73143,113441,DFS
1.6183569431304932,17678,17272,12786,17273,12785,17273,DFS
13.579200029373169,119953,109039,70953,109040,70952,109040,DFS
9.269987106323242,85907,81612,55654,81613,55653,81613,DFS
11.568286895751953,104464,97503,64825,97504,64824,97504,DFS
3.7905611991882324,38853,37796,27456,37797,27455,37797,DFS
3.2656209468841553,34459,33544,24507,33545,24506,33545,DFS
4.398977041244507,44907,43531,31370,43532,31369,43532,DFS
15.600491046905518,143628,111656,73568,111657,72280,114373,DFS
2.945312023162842,30850,30073,22068,30074,22067,30074,DFS
5.079679012298584,51132,49488,35410,49489,35409,49489,DFS
4.1523919105529785,42940,41672,30099,41673,30098,41673,DFS
14.11631989479065,124537,111628,72234,111629,72233,111629,DFS
9.795468091964722,90499,85609,58024,85610,58023,85610,DFS
6.8750529289245605,66373,63825,44748,63826,44747,63826,DFS
13.473800897598267,121436,109609,71287,109610,71286,109610,DFS
13.20817494392395,115179,105570,69174,105571,69173,105571,DFS
2.2550671100616455,23848,23258,17201,23259,17200,23259,DFS
6.198092937469482,61262,59046,41693,59047,41692,59047,DFS
12.734240055084229,115261,105522,69197,105523,69196,105523,DFS
3.8761260509490967,40162,39002,28271,39003,28270,39003,DFS
4.473510980606079,45687,44419,32096,44420,32095,44420,DFS
2.9133460521698,31421,30604,22440,30605,22439,30605,DFS
1.973721981048584,21614,21100,15594,21101,15593,21101,DFS
0.19886088371276855,2285,2239,1707,2240,1706,2240,DFS
8.961596965789795,83784,79768,54578,79769,54577,79769,DFS
5.954061031341553,58715,56669,40144,56670,40143,56670,DFS
8.896829843521118,83022,78926,54280,78927,54279,78927,DFS
2.352466106414795,25474,24843,18329,24844,18328,24844,DFS
8.662317037582397,81625,77656,53477,77657,53476,77657,DFS
7.635170936584473,73215,70161,48788,70162,48787,70162,DFS
10.1772620677948,93118,88061,59502,88062,59501,88062,DFS
14.620304107666016,129544,113872,73341,113873,73325,113903,DFS
9.142292022705078,85075,80894,55245,80895,55244,80895,DFS
14.357301950454712,126880,112642,72807,112643,72806,112643,DFS
3.210953950881958,33239,32365,23655,32366,23654,32366,DFS
10.88408088684082,94808,89492,60312,89493,60311,89493,DFS
12.364173889160156,110273,102161,67323,102162,67322,102162,DFS
14.421483993530273,127088,112849,72818,112850,72817,112850,DFS
7.918093919754028,74771,71598,49700,71599,49699,71599,DFS
0.8884329795837402,10016,9805,7352,9806,7351,9806,DFS
1.1198670864105225,12512,12238,9161,12239,9160,12239,DFS
10.608268976211548,96736,91034,61217,91035,61216,91035,DFS
4.6850810050964355,46735,45312,32585,45313,32584,45313,DFS
5.655227899551392,55691,53786,38269,53787,38268,53787,DFS
10.268088102340698,93354,87959,59620,87960,59619,87960,DFS
11.400360822677612,102215,95670,63816,95671,63815,95671,DFS
12.762798070907593,113480,104696,68669,104697,68667,104701,DFS
4.216430902481079,42675,41502,30052,41503,30051,41503,DFS
2.06141996383667,22045,21514,15953,21515,15952,21515,DFS
4.195662975311279,42909,41731,30216,41732,30215,41732,DFS
6.165801048278809,60179,58043,41068,58044,41067,58044,DFS
10.045990943908691,91877,86699,58868,86700,58864,86706,DFS
5.84827184677124,57344,55365,39367,55366,39366,55366,DFS
0.22259998321533203,2576,2526,1912,2527,1911,2527,DFS
6.382104873657227,61615,59466,42060,59467,42059,59467,DFS
6.167906999588013,59877,57859,41021,57860,41020,57860,DFS
3.4949750900268555,36073,35097,25558,35098,25557,35098,DFS
10.963994026184082,100083,94013,62898,94014,62897,94014,DFS
1.7583630084991455,19282,18821,13999,18822,13998,18822,DFS
1.142204999923706,12779,12500,9346,12501,9345,12501,DFS
12.436153888702393,110926,102220,67455,102221,67454,102221,DFS
10.2539701461792,93709,88538,59778,88539,59777,88539,DFS
4.889179944992065,49109,47687,34286,47688,34285,47688,DFS
9.593270063400269,87968,83419,56735,83420,56734,83420,DFS
10.399266004562378,95084,89621,60422,89622,60421,89622,DFS
4.6231689453125,46525,45111,32445,45112,32444,45112,DFS
11.084429025650024,100602,94323,63058,94324,63057,94324,DFS
3.7778310775756836,39160,38056,27618,38057,27617,38057,DFS
10.847763061523438,98239,92484,62009,92485,62008,92485,DFS
1.1332330703735352,12674,12397,9278,12398,9277,12398,DFS
13.821424007415771,122968,110422,71676,110423,71675,110423,DFS
7.305049896240234,69346,66683,46627,66684,46626,66684,DFS
14.673883199691772,130749,113861,73340,113862,73339,113862,DFS
8.86908483505249,82648,78729,53930,78730,53929,78730,DFS
7.68873405456543,73191,70157,48784,70158,48783,70158,DFS
10.290630102157593,94366,88820,60120,88821,60119,88821,DFS
4.783436059951782,47568,46097,33123,46098,33122,46098,DFS
13.70097804069519,120849,109182,71068,109183,71067,109183,DFS
1.5097651481628418,16663,16266,12114,16267,12113,16267,DFS
2.980048894882202,31132,30343,22262,30344,22261,30344,DFS
2.8898110389709473,29779,29034,21334,29035,21333,29035,DFS
10.001479148864746,91395,86535,58599,86536,58598,86536,DFS
4.071444988250732,41448,40309,29209,40310,29208,40310,DFS
1.5991718769073486,17533,17110,12733,17111,12732,17111,DFS
9.11894702911377,84480,80416,55037,80417,55036,80417,DFS
9.864054918289185,90828,85822,58355,85823,58354,85823,DFS
13.612388134002686,120889,109208,71084,109209,71083,109209,DFS
10.52787709236145,96691,90989,61196,90990,61195,90990,DFS
4.931485891342163,49569,48004,34412,48005,34411,48005,DFS
5.664548873901367,55254,53369,37994,53370,37993,53370,DFS
5.746600151062012,56544,54614,38874,54615,38873,54615,DFS
6.396059989929199,61475,59240,41819,59241,41818,59241,DFS
1.2709829807281494,13936,13620,10186,13621,10185,13621,DFS
7.92209005355835,74224,71088,49373,71089,49372,71089,DFS
10.021326065063477,91920,86906,58792,86907,58791,86907,DFS
12.612735986709595,112147,103246,67979,103247,67978,103247,DFS
4.2662858963012695,43474,42181,30443,42182,30442,42182,DFS
14.58223295211792,129568,113895,73341,113896,73336,113902,DFS
